"chr","cm.pos","mb.pos"
"15:16604596","15",48.5117313262739,16.604596
"15:16604782","15",48.5117314262739,16.604782
"15:16974430","15",49.0879345340702,16.97443
"15:17164941","15",49.0879358509455,17.164941
"15:17300480","15",49.0879359509455,17.30048
"15:17824898","15",49.664759716541,17.824898
"15:17827156","15",49.664759816541,17.827156
"15:17879832","15",49.664759916541,17.879832
"15:17932680","15",49.664760016541,17.93268
"15:17955588","15",49.664760116541,17.955588
"15:18503123","15",50.8201196347543,18.503123
"15:18529875","15",50.8201197347543,18.529875
"15:18638458","15",50.8201198347543,18.638458
"15:18674260","15",50.8201199347543,18.67426
"15:18679713","15",50.8201200347543,18.679713
"15:19316568","15",51.3962865451356,19.316568
"15:19316630","15",51.3962866451356,19.31663
"15:19348410","15",51.3962867451356,19.34841
"15:20602208","15",51.9724879238595,20.602208
"15:21582531","15",51.9724880238595,21.582531
"15:21621583","15",51.9724881238595,21.621583
"15:21621707","15",51.9724882238595,21.621707
"15:23166790","15",53.6198977990178,23.16679
"15:23492205","15",55.9172041233809,23.492205
"15:24080825","15",56.6294916256409,24.080825
"15:24919864","15",56.6294917256409,24.919864
"15:25564270","15",58.0731651829643,25.56427
"15:25568308","15",58.0731652829643,25.568308
"15:25767032","15",58.8549260174654,25.767032
"15:26528756","15",61.2544788091552,26.528756
"15:26528870","15",61.2544789091552,26.52887
"15:27579218","15",61.8310576012432,27.579218
"15:28007512","15",61.8310577012432,28.007512
"15:28007679","15",61.8310578012432,28.007679
"15:28145293","15",61.8310579012432,28.145293
"15:28145321","15",61.8310580012432,28.145321
"15:28440174","15",61.8310581012432,28.440174
"15:28677866","15",63.7670155356553,28.677866
"15:28816163","15",65.0544158799615,28.816163
"15:29147415","15",66.9954344502125,29.147415
"15:29710186","15",67.6341023093814,29.710186
"15:29725457","15",67.6341024093814,29.725457
"15:29770916","15",67.6341025093814,29.770916
"15:29771048","15",67.6341026093814,29.771048
"15:30270520","15",68.2109929646883,30.27052
"15:30374822","15",68.2109930646883,30.374822
"15:32499244","15",71.1335771126339,32.499244
"15:33482994","15",73.4639799165278,33.482994
"15:33757708","15",73.4639800165278,33.757708
"15:33757747","15",73.4639801165278,33.757747
"15:34240593","15",78.1665730476139,34.240593
"15:34832061","15",78.1665731476139,34.832061
"15:36547892","15",78.1665732476139,36.547892
